id,priority,category
U103816,7568,2
U103817,7919,2
U103818,12885,2
U103819,1278,1
U103820,19217,1
U103821,9613,2
U103822,2676,1
U103823,17257,2
U103824,314,2
U103825,17287,2
U103826,15441,2
U103827,9994,1
U103828,6194,1
U103829,4040,1
U103830,8782,1
U103831,5502,1
U103832,15571,2
U103833,2156,2
U103834,1306,2
U103835,16765,2
U103836,18877,2
U103837,7814,1
U103838,12435,1
U103839,14507,1
U103840,20726,1
U103841,6579,2
U103842,4130,1
U103843,17548,2
U103844,10651,1
U103845,18540,1
U103846,20271,2
U103847,1494,2
U103848,421,1
U103849,1503,2
U103850,2458,1
U103851,14912,2
U103852,18713,1
U103853,11958,2
U103854,4009,2
U103855,4034,2
U103856,2038,2
U103857,19398,2
U103858,2832,1
U103859,7901,2
U103860,19758,1
U103861,14050,2
U103862,3084,1
U103863,13899,1
U103864,14120,1
U103865,16055,1
U103866,16491,2
U103867,288,2
U103868,3183,1
U103869,11706,2
U103870,12125,2
U103871,1107,2
U103872,20509,1
U103873,15416,1
U103874,18780,2
U103875,14813,1
U103876,6053,1
U103877,20421,1
U103878,8229,2
U103879,8628,2
U103880,2502,1
U103881,9766,2
U103882,2528,2
U103883,3378,2
U103884,4889,2
U103885,6493,2
U103886,19841,2
U103887,2045,2
U103888,14962,1
U103889,13039,1
U103890,8090,2
U103891,8419,2
U103892,16944,2
U103893,14732,1
U103894,10358,2
U103895,11064,1
U103896,3820,2
U103897,17549,1
U103898,15431,2
U103899,4145,2
U103900,19206,2
U103901,7700,2
U103902,7367,2
U103903,588,1
U103904,1761,1
U103905,9498,2
U103906,11292,2
U103907,18137,2
U103908,18139,2
U103909,16298,2
U103910,9799,2
U103911,5265,1
U103912,18024,2
U103913,6560,2
U103914,1911,2
U103915,17063,1
U103916,14915,2
U103917,2211,2
U103918,10559,1
U103919,1275,2
U103920,5568,2
U103921,1793,2
U103922,4790,2
U103923,20197,2
U103924,12210,2
U103925,15455,2
U103926,8822,2
U103927,14966,2
U103928,10000,1
U103929,19404,2
U103930,10706,2
U103931,20567,2
U103932,19110,2
U103933,20403,2
U103934,510,1
U103935,18403,2
U103936,15318,2
U103937,15142,2
U103938,13872,1
U103939,1405,1
U103940,13821,1
U103941,6409,1
U103942,7538,2
U103943,20004,1
U103944,11203,1
U103945,4518,2
U103946,6290,2
U103947,16347,2
U103948,3059,2
U103949,12386,1
U103950,16659,2
U103951,17779,1
U103952,17467,2
U103953,14560,1
U103954,15704,1
U103955,7420,1
U103956,10973,2
U103957,17347,2
U103958,16863,1
U103959,7969,2
U103960,18624,1
U103961,5208,2
U103962,5068,2
U103963,3343,2
U103964,1135,2
U103965,17035,2
U103966,9402,2
U103967,19435,2
U103968,3750,1
U103969,10274,2
U103970,14457,1
U103971,5799,2
U103972,6367,1
U103973,12450,2
U103974,20106,1
U103975,2997,1
U103976,7483,2
U103977,11691,2
U103978,18260,2
U103979,11604,1
U103980,788,2
U103981,18574,2
U103982,4805,1
U103983,14394,1
U103984,18752,2
U103985,19156,1
U103986,103,2
U103987,9131,2
U103988,5534,1
U103989,14886,1
U103990,17918,2
U103991,17395,2
U103992,6116,1
U103993,14364,2
U103994,16503,2
U103995,3974,2
U103996,9146,1
U103997,10477,1
U103998,4598,1
U103999,19731,2
U104000,7709,1
U104001,5471,1
U104002,5721,1
U104003,3773,2
U104004,286,2
U104005,7927,2
U104006,8089,2
U104007,19528,2
U104008,14490,2
U104009,19986,1
U104010,3656,2
U104011,10330,2
U104012,10197,2
U104013,1788,2
U104014,15494,2
U104015,10895,2
U104016,18380,2
U104017,6621,2
U104018,4071,1
U104019,968,2
U104020,2582,2
U104021,20428,2
U104022,18521,2
U104023,6615,2
U104024,5651,2
U104025,20297,2
U104026,6366,1
U104027,12798,2
U104028,4710,2
U104029,11343,2
U104030,6828,2
U104031,14286,2
U104032,6874,1
U104033,12485,2
U104034,10172,1
U104035,10026,1
U104036,10109,2
U104037,19607,2
U104038,12019,2
U104039,13889,1
U104040,5631,2
U104041,7468,1
U104042,14215,2
U104043,7210,2
U104044,340,1
U104045,7014,1
U104046,9571,2
U104047,15056,1
U104048,20594,2
U104049,1600,1
U104050,16827,1
U104051,3544,2
U104052,107,2
U104053,1997,2
U104054,11857,1
U104055,18725,2
U104056,16931,2
U104057,942,2
U104058,17624,2
U104059,16630,2
U104060,16186,2
U104061,4386,2
U104062,6986,2
U104063,19459,1
U104064,13654,2
U104065,8827,2
U104066,18232,1
U104067,6047,1
U104068,3250,2
U104069,2034,2
U104070,18674,1
U104071,9407,1
U104072,8718,1
U104073,15604,2
U104074,17646,1
U104075,17456,2
U104076,566,1
U104077,11475,2
U104078,5393,2
U104079,7684,2
U104080,5403,2
U104081,8401,2
U104082,11226,2
U104083,9503,2
U104084,10779,2
U104085,3715,1
U104086,12514,1
U104087,11615,1
U104088,6900,2
U104089,8993,2
U104090,11080,2
U104091,13206,2
U104092,19891,1
U104093,17397,2
U104094,19987,2
U104095,14908,2
U104096,2763,1
U104097,19284,1
U104098,13290,2
U104099,19072,1
U104100,16443,2
U104101,3328,2
U104102,4086,2
U104103,4550,2
U104104,7447,2
U104105,19019,2
U104106,14096,1
U104107,18090,2
U104108,15086,2
U104109,9632,2
U104110,15121,2
U104111,3987,2
U104112,18018,2
U104113,14575,2
U104114,13341,1
U104115,14420,1
U104116,9437,2
U104117,10315,2
U104118,14296,2
U104119,1973,2
U104120,11415,2
U104121,10913,2
U104122,6305,2
U104123,9045,1
U104124,19973,1
U104125,4611,2
U104126,3708,1
U104127,13183,2
U104128,3325,2
U104129,10879,2
U104130,7931,1
U104131,4589,1
U104132,10094,1
U104133,20313,2
U104134,16898,2
U104135,6803,2
U104136,12744,1
U104137,9238,2
U104138,4334,2
U104139,8002,1
U104140,396,1
U104141,10624,1
U104142,13363,2
U104143,5499,2
U104144,5263,1
U104145,17765,2
U104146,9520,1
U104147,12650,2
U104148,5095,1
U104149,19577,2
U104150,1131,2
U104151,7388,1
U104152,438,2
U104153,17504,2
U104154,5090,2
U104155,11084,2
U104156,8010,2
U104157,2878,1
U104158,15628,1
U104159,10329,2
U104160,15824,2
U104161,6693,2
U104162,4146,1
U104163,1287,2
U104164,15702,2
U104165,14688,1
U104166,838,1
U104167,9705,1
U104168,8268,2
U104169,14026,2
U104170,13164,1
U104171,8562,2
U104172,1733,2
U104173,17060,2
U104174,3935,2
U104175,18082,2
U104176,8563,2
U104177,20454,2
U104178,3724,2
U104179,5272,2
U104180,18630,2
U104181,11993,2
U104182,19724,2
U104183,2070,2
U104184,5070,2
U104185,6957,2
U104186,13708,2
U104187,4288,1
U104188,9014,2
U104189,19958,1
U104190,12364,2
U104191,9641,2
U104192,15685,2
U104193,4081,1
U104194,17889,1
U104195,3627,2
U104196,14583,1
U104197,20093,1
U104198,1889,2
U104199,4960,1
U104200,4458,1
U104201,6046,2
U104202,16748,1
U104203,930,2
U104204,18012,2
U104205,1045,2
U104206,7387,2
U104207,12489,2
U104208,3300,2
U104209,3056,2
U104210,7333,2
U104211,19960,1
U104212,13784,2
U104213,17151,2
U104214,920,1
U104215,10377,1
U104216,12246,1
U104217,4,2
U104218,10228,2
U104219,12123,1
U104220,5028,2
U104221,17746,2
U104222,17126,2
U104223,3195,2
U104224,9775,2
U104225,19086,2
U104226,10238,2
U104227,20185,2
U104228,9703,1
U104229,11533,1
U104230,11011,2
U104231,9010,2
U104232,9244,2
U104233,3812,2
U104234,8689,1
U104235,4112,2
U104236,174,2
U104237,10016,1
U104238,1900,1
U104239,12625,1
U104240,15288,2
U104241,14748,1
U104242,15410,2
U104243,844,1
U104244,19839,2
U104245,13439,2
U104246,3006,2
U104247,11792,1
U104248,3311,2
U104249,11175,1
U104250,15025,2
U104251,2691,1
U104252,14464,2
U104253,19235,1
U104254,12236,2
U104255,19194,2
U104256,16806,2
U104257,11438,2
U104258,2846,1
U104259,3477,2
U104260,2790,2
U104261,20506,2
U104262,17154,2
U104263,6082,2
U104264,17965,2
U104265,16758,2
U104266,12496,1
U104267,19981,2
U104268,8675,1
U104269,10366,2
U104270,20535,2
U104271,13921,2
U104272,2322,2
U104273,4916,2
U104274,18563,2
U104275,4966,2
U104276,11987,1
U104277,17790,1
U104278,12642,2
U104279,12763,2
U104280,10328,2
U104281,13709,1
U104282,10596,2
U104283,15815,2
U104284,5337,2
U104285,15430,1
U104286,2784,1
U104287,5703,1
U104288,16854,2
U104289,20017,2
U104290,16512,1
U104291,15120,1
U104292,445,2
U104293,13942,1
U104294,1540,2
U104295,2200,1
U104296,10876,1
U104297,10380,2
U104298,3258,1
U104299,17666,2
U104300,5372,2
U104301,13457,1
U104302,12910,1
U104303,7527,2
U104304,9702,2
U104305,15460,2
U104306,9900,1
U104307,5009,2
U104308,15563,2
U104309,10309,1
U104310,1459,2
U104311,13523,2
U104312,3874,2
U104313,18604,2
U104314,5542,2
U104315,2091,2
U104316,2023,2
U104317,20441,1
U104318,5047,1
U104319,9257,2
U104320,13495,2
U104321,9670,1
U104322,415,1
U104323,8776,1
U104324,10565,1
U104325,3472,1
U104326,19118,2
U104327,19910,2
U104328,5992,2
U104329,12437,2
U104330,5778,2
U104331,7605,2
U104332,463,2
U104333,15568,1
U104334,5233,2
U104335,14271,2
U104336,7682,2
U104337,10745,1
U104338,9716,1
U104339,17792,2
U104340,5847,2
U104341,5990,2
U104342,5905,2
U104343,12501,2
U104344,3954,2
U104345,16366,1
U104346,10529,2
U104347,17853,2
U104348,3458,2
U104349,9753,1
U104350,269,1
U104351,11974,2
U104352,9743,2
U104353,3010,1
U104354,18484,1
U104355,15662,1
U104356,17627,2
U104357,5613,2
U104358,7023,2
U104359,2826,1
U104360,2630,1
U104361,3129,2
U104362,14313,1
U104363,20209,2
U104364,6668,1
U104365,12634,1
U104366,4752,2
U104367,18773,1
U104368,1940,2
U104369,5770,2
U104370,8101,2
U104371,14091,2
U104372,3338,1
U104373,20852,2
U104374,17489,1
U104375,18000,1
U104376,13761,2
U104377,5696,2
U104378,14566,1
U104379,15390,2
U104380,8537,1
U104381,965,2
U104382,19617,2
U104383,10817,2
U104384,11143,2
U104385,761,2
U104386,11429,1
U104387,2934,2
U104388,14710,1
U104389,9644,1
U104390,17006,2
U104391,20039,2
U104392,20649,2
U104393,4941,2
U104394,8598,2
U104395,5856,1
U104396,4134,2
U104397,8121,1
U104398,20815,2
U104399,5466,2
U104400,16394,2
U104401,11249,2
U104402,6948,2
U104403,4505,1
U104404,3755,1
U104405,17312,1
U104406,5165,2
U104407,6978,2
U104408,15034,2
U104409,1553,1
U104410,7595,2
U104411,6215,2
U104412,15857,2
U104413,2349,2
U104414,4100,1
U104415,5433,2
U104416,3418,1
U104417,5140,1
U104418,9083,2
U104419,2844,2
U104420,4830,1
U104421,7425,2
U104422,20787,2
U104423,5734,2
U104424,14280,2
U104425,19487,1
U104426,9597,1
U104427,8439,2
U104428,10928,2
U104429,8012,2
U104430,19389,2
U104431,17239,1
U104432,6322,2
U104433,4489,2
U104434,20741,2
U104435,9011,2
U104436,16913,2
U104437,14148,2
U104438,5149,2
U104439,10603,2
U104440,17077,2
U104441,6535,1
U104442,13361,2
U104443,8305,2
U104444,15766,2
U104445,11385,2
U104446,9422,2
U104447,9193,1
U104448,444,1
U104449,19836,2
U104450,19250,1
U104451,17136,2
U104452,18333,1
U104453,4884,2
U104454,2402,2
U104455,11037,1
U104456,12206,2
U104457,7493,2
U104458,4024,1
U104459,747,2
U104460,15749,2
U104461,10825,1
U104462,1081,2
U104463,8165,1
U104464,9403,2
U104465,4954,2
U104466,798,2
U104467,12197,2
U104468,11334,2
U104469,19120,2
U104470,4669,2
U104471,2246,2
U104472,11392,2
U104473,3144,1
U104474,6099,2
U104475,15052,2
U104476,2196,1
U104477,7574,1
U104478,16203,1
U104479,52,1
U104480,6037,2
U104481,1584,1
U104482,15283,1
U104483,5254,2
U104484,4245,1
U104485,15807,2
U104486,15094,1
U104487,13274,1
U104488,5113,2
U104489,10877,2
U104490,3813,1
U104491,4579,1
U104492,14578,2
U104493,5633,1
U104494,4766,2
U104495,15675,2
U104496,3794,2
U104497,11578,2
U104498,3432,2
U104499,4692,2
U104500,19654,2
U104501,4440,1
U104502,10954,2
U104503,8903,1
U104504,18100,2
U104505,151,2
U104506,2894,1
U104507,2634,1
U104508,673,1
U104509,14298,2
U104510,2657,1
U104511,5747,1
U104512,16470,2
U104513,2728,2
U104514,18093,2
U104515,13758,2
U104516,6209,1
U104517,13389,1
U104518,3497,1
U104519,12066,1
U104520,814,2
U104521,20028,2
U104522,20765,1
U104523,2673,2
U104524,17065,1
U104525,14373,1
U104526,17145,1
U104527,8522,2
U104528,11424,1
U104529,4907,1
U104530,20010,2
U104531,5911,2
U104532,13771,2
U104533,15861,1
U104534,6346,2
U104535,1970,1
U104536,8895,2
U104537,3018,1
U104538,14540,1
U104539,11890,2
U104540,14843,1
U104541,3501,2
U104542,9105,1
U104543,8600,2
U104544,9835,1
U104545,14141,1
U104546,4229,1
U104547,17809,2
U104548,17610,1
U104549,17073,2
U104550,4435,1
U104551,101,2
U104552,12659,2
U104553,8877,2
U104554,4693,2
U104555,14352,1
U104556,5195,2
U104557,9814,1
U104558,6628,2
U104559,12745,1
U104560,2893,2
U104561,3549,1
U104562,12439,1
U104563,14324,2
U104564,18211,1
U104565,1542,1
U104566,6568,2
U104567,20178,2
U104568,12460,2
U104569,19268,1
U104570,12069,2
U104571,9242,2
U104572,11344,2
U104573,3453,1
U104574,9935,1
U104575,19143,1
U104576,13898,1
U104577,9068,1
U104578,14785,2
U104579,20326,1
U104580,13874,2
U104581,1466,1
U104582,11571,2
U104583,20273,2
U104584,17375,2
U104585,13941,2
U104586,12542,2
U104587,2507,2
U104588,11814,2
U104589,17443,2
U104590,7378,1
U104591,2457,2
U104592,14543,2
U104593,13424,1
U104594,18805,1
U104595,18651,1
U104596,19982,1
U104597,15512,2
U104598,11347,1
U104599,2563,2
U104600,17885,1
U104601,1205,1
U104602,13084,1
U104603,1738,2
U104604,13130,2
U104605,12933,1
U104606,20365,1
U104607,17612,1
U104608,20131,1
U104609,7687,1
U104610,13203,1
U104611,2304,2
U104612,18582,1
U104613,10187,2
U104614,1426,2
U104615,11285,2
U104616,20359,2
U104617,15403,1
U104618,2264,1
U104619,2266,1
U104620,2418,2
U104621,7630,2
U104622,14370,2
U104623,212,2
U104624,18649,1
U104625,19708,1
U104626,1493,2
U104627,8662,1
U104628,6499,2
U104629,7233,1
U104630,5383,2
U104631,5894,2
U104632,18498,2
U104633,3671,1
U104634,14427,1
U104635,15473,2
U104636,2600,1
U104637,2754,1
U104638,10691,1
U104639,7331,1
U104640,6503,2
U104641,14975,2
U104642,19744,1
U104643,6705,1
U104644,18455,2
U104645,7147,1
U104646,16338,2
U104647,17948,2
U104648,9145,2
U104649,15211,2
U104650,3423,1
U104651,4267,2
U104652,980,1
U104653,5253,2
U104654,17336,2
U104655,15971,2
U104656,20532,2
U104657,18543,1
U104658,13335,2
U104659,19170,1
U104660,13869,2
U104661,14025,2
U104662,4029,1
U104663,15819,2
U104664,8377,2
U104665,15762,2
U104666,17613,2
U104667,5787,2
U104668,15638,2
U104669,2174,2
U104670,4162,2
U104671,6688,1
U104672,7419,2
U104673,4922,2
U104674,10789,1
U104675,18774,2
U104676,19545,2
U104677,13193,2
U104678,10337,1
U104679,10257,2
U104680,13015,1
U104681,13628,2
U104682,4410,2
U104683,2642,2
U104684,5500,2
U104685,17575,2
U104686,5732,1
U104687,3576,1
U104688,16639,2
U104689,17650,1
U104690,10037,2
U104691,11480,1
U104692,12919,2
U104693,9484,2
U104694,14335,2
U104695,6885,1
U104696,7207,1
U104697,19681,1
U104698,7347,2
U104699,12162,2
U104700,8390,2
U104701,10199,1
U104702,2130,1
U104703,14590,2
U104704,20351,1
U104705,16160,2
U104706,2043,2
U104707,18056,1
U104708,15201,2
U104709,11455,2
U104710,9687,2
U104711,7191,1
U104712,16718,2
U104713,19430,1
U104714,13546,2
U104715,875,2
U104716,9760,1
U104717,1654,2
U104718,14367,2
U104719,8935,2
U104720,6589,2
U104721,5092,2
U104722,7857,1
U104723,11501,1
U104724,3306,2
U104725,11478,1
U104726,6949,1
U104727,13860,1
U104728,20796,2
U104729,12575,2
U104730,12323,2
U104731,8335,1
U104732,7192,1
U104733,14302,1
U104734,5702,2
U104735,16308,1
U104736,4989,2
U104737,1845,2
U104738,8943,2
U104739,16664,1
U104740,12045,2
U104741,4276,2
U104742,5286,2
U104743,7509,1
U104744,5908,2
U104745,656,2
U104746,5415,1
U104747,14413,2
U104748,5551,1
U104749,16883,1
U104750,14778,1
U104751,17251,2
U104752,14700,2
U104753,5739,1
U104754,10053,1
U104755,15626,1
U104756,11258,2
U104757,12855,2
U104758,13877,1
U104759,1012,1
U104760,1479,2
U104761,2290,2
U104762,15625,2
U104763,18884,1
U104764,10873,2
U104765,20132,2
U104766,2057,2
U104767,7131,1
U104768,16715,1
U104769,18690,1
U104770,15860,2
U104771,12654,2
U104772,3115,2
U104773,4335,2
U104774,12433,2
U104775,2319,2
U104776,2650,2
U104777,19532,1
U104778,10039,2
U104779,1380,1
U104780,13823,2
U104781,4233,2
U104782,16537,2
U104783,9986,1
U104784,13522,2
U104785,16326,2
U104786,17921,1
U104787,8961,2
U104788,11685,2
U104789,10040,2
U104790,5763,1
U104791,291,2
U104792,6531,2
U104793,242,2
U104794,14765,1
U104795,15093,1
U104796,11805,2
U104797,7164,2
U104798,15745,1
U104799,17698,2
U104800,4124,2
U104801,17351,2
U104802,4381,1
U104803,19353,1
U104804,6110,2
U104805,16329,1
U104806,13372,2
U104807,5750,2
U104808,5032,1
U104809,1211,1
U104810,12788,2
U104811,9782,2
U104812,12751,1
U104813,5490,2
U104814,15072,1
U104815,13218,2
U104816,18398,2
U104817,403,2
U104818,7736,2
U104819,15163,2
U104820,10143,2
U104821,16988,1
U104822,15270,2
U104823,16378,2
U104824,19633,2
U104825,15428,1
U104826,5899,2
U104827,2708,2
U104828,3757,2
U104829,6698,1
U104830,3628,1
U104831,19340,1
U104832,9955,2
U104833,1035,2
U104834,3071,2
U104835,19573,2
U104836,18015,1
U104837,13999,2
U104838,6186,2
U104839,16798,1
U104840,20836,2
U104841,18103,2
U104842,18869,1
U104843,16529,2
U104844,4537,2
U104845,5515,1
U104846,7905,1
U104847,13559,1
U104848,20770,2
U104849,19383,1
U104850,15325,2
U104851,15408,2
U104852,806,2
U104853,10089,2
U104854,565,2
U104855,16520,2
U104856,15578,1
U104857,344,1
U104858,18494,1
U104859,10952,1
U104860,3373,2
U104861,12958,2
U104862,7696,2
U104863,6274,2
U104864,14949,1
U104865,16392,1
U104866,3099,1
U104867,12728,1
U104868,12119,1
U104869,15266,2
U104870,17468,2
U104871,19187,2
U104872,3581,1
U104873,16668,1
U104874,3713,1
U104875,15649,1
U104876,13830,2
U104877,4372,2
U104878,4241,2
U104879,19342,2
U104880,20681,2
U104881,20038,2
U104882,86,1
U104883,14973,2
U104884,12652,1
U104885,20345,1
U104886,12171,2
U104887,11071,2
U104888,11399,2
U104889,2493,2
U104890,6537,2
U104891,16816,2
U104892,15079,2
U104893,19345,1
U104894,17501,2
U104895,2606,1
U104896,3743,1
U104897,6343,2
U104898,1962,2
U104899,10307,2
U104900,11271,1
U104901,20789,2
U104902,8883,1
U104903,17365,1
U104904,4544,2
U104905,15645,2
U104906,2843,1
U104907,12180,2
U104908,11241,2
U104909,15350,1
U104910,16990,1
U104911,16037,2
U104912,7481,1
U104913,6651,2
U104914,13892,2
U104915,13387,1
U104916,17305,2
U104917,17880,1
U104918,705,2
U104919,2943,2
U104920,17773,2
U104921,19671,2
U104922,7319,2
U104923,20487,1
U104924,12299,2
U104925,2880,2
U104926,15352,2
U104927,12687,1
U104928,18920,2
U104929,18801,2
U104930,18862,2
U104931,3277,2
U104932,18750,1
U104933,16182,2
U104934,10093,2
U104935,18073,1
U104936,2367,2
U104937,19367,2
U104938,1854,2
U104939,4823,2
U104940,11780,2
U104941,8413,1
U104942,248,2
U104943,20476,1
U104944,1019,2
U104945,16752,2
U104946,2558,2
U104947,2020,1
U104948,16176,1
U104949,15618,2
U104950,10148,2
U104951,19990,2
U104952,16506,1
U104953,664,2
U104954,1274,1
U104955,13144,2
U104956,17461,1
U104957,12695,2
U104958,19955,2
U104959,1550,2
U104960,16937,2
U104961,10212,2
U104962,14592,2
U104963,7221,2
U104964,13357,2
U104965,15099,2
U104966,2770,2
U104967,12254,1
U104968,3896,2
U104969,16310,2
U104970,11903,2
U104971,18712,2
U104972,16887,2
U104973,1578,2
U104974,10146,1
U104975,4863,1
U104976,13283,2
U104977,13930,2
U104978,9846,2
U104979,5129,1
U104980,12567,1
U104981,11069,2
U104982,14414,2
U104983,18378,2
U104984,16928,1
U104985,20140,2
U104986,19737,1
U104987,6335,1
U104988,6675,2
U104989,8357,1
U104990,2067,2
U104991,1571,2
U104992,2487,2
U104993,1936,2
U104994,10586,1
U104995,20126,1
U104996,17050,2
U104997,3113,1
U104998,12541,2
U104999,9552,2
U105000,15910,2
U105001,15184,1
U105002,18235,2
U105003,17559,1
U105004,20381,2
U105005,9073,2
U105006,2071,2
U105007,4017,2
U105008,18519,2
U105009,10677,2
U105010,19894,1
U105011,17125,2
U105012,5512,1
U105013,13171,2
U105014,4553,1
U105015,1031,2
U105016,15725,2
U105017,19501,2
U105018,4197,2
U105019,16482,1
U105020,13422,2
U105021,5429,2
U105022,17651,2
U105023,12591,2
U105024,5205,2
U105025,17570,2
U105026,15627,2
U105027,4332,2
U105028,8113,2
U105029,14200,1
U105030,1857,2
U105031,4019,1
U105032,14571,2
U105033,2077,2
U105034,4743,1
U105035,14509,2
U105036,15881,2
U105037,4732,2
U105038,4257,2
U105039,2203,2
U105040,4969,2
U105041,15581,2
U105042,17632,2
U105043,16220,2
U105044,16532,1
U105045,14743,2
U105046,19540,2
U105047,11922,2
U105048,13452,1
U105049,17220,1
U105050,11216,2
U105051,14635,2
U105052,17840,2
U105053,18706,2
U105054,20661,2
U105055,7850,2
U105056,19601,1
U105057,13573,2
U105058,8283,2
U105059,7132,2
U105060,12169,1
U105061,20651,2
U105062,5935,2
U105063,10496,1
U105064,18830,1
U105065,4527,2
U105066,9413,2
U105067,7373,1
U105068,20784,2
U105069,15347,1
U105070,14229,2
U105071,1858,2
U105072,4169,1
U105073,7340,1
U105074,4062,2
U105075,6654,2
U105076,9434,1
U105077,10057,2
U105078,18612,2
U105079,9367,2
U105080,7371,1
U105081,17638,2
U105082,8582,1
U105083,8397,2
U105084,16929,2
U105085,10647,2
U105086,15911,1
U105087,6937,1
U105088,11766,2
U105089,13541,2
U105090,3390,2
U105091,14934,2
U105092,4061,2
U105093,17450,1
U105094,6809,1
U105095,5066,1
U105096,14485,2
U105097,1714,2
U105098,18509,1
U105099,3288,2
U105100,16564,2
U105101,10255,1
U105102,16355,2
U105103,2593,2
U105104,18240,1
U105105,16238,2
U105106,8884,1
U105107,18844,2
U105108,2481,2
U105109,10631,1
U105110,8387,1
U105111,2012,1
U105112,7720,1
U105113,7658,2
U105114,5683,1
U105115,14893,1
U105116,9485,2
U105117,20588,2
U105118,11930,1
U105119,4690,2
U105120,17988,2
U105121,12465,2
U105122,17870,2
U105123,2388,2
U105124,359,2
U105125,7598,2
U105126,10393,2
U105127,14446,2
U105128,6826,1
U105129,4155,2
U105130,1235,2
U105131,15176,1
U105132,12256,1
U105133,13634,1
U105134,8874,2
U105135,12075,2
U105136,20088,2
U105137,1152,2
U105138,6288,2
U105139,470,1
U105140,18740,1
U105141,14270,2
U105142,9074,2
U105143,799,1
U105144,1097,2
U105145,4217,2
U105146,18087,2
U105147,18186,2
U105148,9536,2
U105149,13880,1
U105150,14087,2
U105151,873,2
U105152,8726,1
U105153,5809,2
U105154,15810,2
U105155,17309,1
U105156,7402,2
U105157,3336,2
U105158,17674,2
U105159,15360,2
U105160,12395,1
U105161,5348,1
U105162,6068,2
U105163,16045,2
U105164,15388,2
U105165,19142,1
U105166,11914,2
U105167,7606,2
U105168,20099,2
U105169,14214,2
U105170,10814,2
U105171,2625,1
U105172,20341,1
U105173,12291,2
U105174,4175,1
U105175,15547,1
U105176,13901,2
U105177,6415,2
U105178,17084,2
U105179,4882,1
U105180,6988,2
U105181,7154,1
U105182,14378,2
U105183,20141,1
U105184,9147,2
U105185,17716,2
U105186,2568,1
U105187,4485,1
U105188,3302,2
U105189,14245,2
U105190,11781,1
U105191,221,2
U105192,10810,1
U105193,7569,2
U105194,16557,2
U105195,13413,2
U105196,20384,1
U105197,10388,1
U105198,19153,1
U105199,9271,2
U105200,17595,2
U105201,16832,2
U105202,14213,1
U105203,6247,2
U105204,14048,1
U105205,20583,1
U105206,6104,1
U105207,18736,1
U105208,4167,2
U105209,9266,2
U105210,2335,1
U105211,15992,2
U105212,19127,2
U105213,1086,2
U105214,2753,2
U105215,19912,1
U105216,4294,2
U105217,4504,2
U105218,18435,1
U105219,2153,2
U105220,8575,2
U105221,8846,2
U105222,5346,2
U105223,5525,1
U105224,2760,1
U105225,3479,2
U105226,8499,2
U105227,2954,2
U105228,12550,2
U105229,3895,2
U105230,4391,2
U105231,16464,2
U105232,16666,2
U105233,12277,2
U105234,17519,2
U105235,18393,2
U105236,20691,1
U105237,18255,2
U105238,5086,1
U105239,19355,2
U105240,16899,2
U105241,14163,2
U105242,13441,2
U105243,11590,2
U105244,17599,2
U105245,958,1
U105246,19148,1
U105247,630,1
U105248,5327,1
U105249,18111,2
U105250,17472,2
U105251,5412,2
U105252,13124,2
U105253,666,2
U105254,1935,2
U105255,8196,2
U105256,10017,1
U105257,12467,1
U105258,7914,2
U105259,6770,2
U105260,16268,2
U105261,8321,1
U105262,11711,1
U105263,7981,2
U105264,5680,1
U105265,6168,2
U105266,3914,2
U105267,2081,2
U105268,14639,2
U105269,5923,1
U105270,13805,1
U105271,3330,1
U105272,7939,2
U105273,8673,2
U105274,5303,2
U105275,16652,2
U105276,20145,2
U105277,3377,2
U105278,6573,2
U105279,4498,1
U105280,977,2
U105281,4106,2
U105282,13073,1
U105283,11797,1
U105284,7612,2
U105285,10456,2
U105286,12791,1
U105287,19984,2
U105288,18142,2
U105289,9690,2
U105290,145,2
U105291,17310,2
U105292,923,1
U105293,17172,2
U105294,17820,1
U105295,9002,1
U105296,18419,2
U105297,6702,2
U105298,20,2
U105299,1127,2
U105300,14788,2
U105301,18406,2
U105302,19696,2
U105303,15896,1
U105304,18896,2
U105305,6984,1
U105306,18508,2
U105307,6311,2
U105308,18200,1
U105309,14068,1
U105310,11462,2
U105311,18779,2
U105312,10620,2
U105313,8106,2
U105314,5479,2
U105315,6639,1
U105316,474,2
U105317,8360,1
U105318,11498,2
U105319,8590,2
U105320,19890,2
U105321,3498,2
U105322,12436,2
U105323,19215,2
U105324,4814,1
U105325,300,2
U105326,6511,2
U105327,15386,2
U105328,5634,2
U105329,11197,2
U105330,4847,1
U105331,17736,2
U105332,9964,1
U105333,4905,1
U105334,4986,2
U105335,20382,1
U105336,15746,2
U105337,15771,2
U105338,19566,1
U105339,12219,2
U105340,14093,2
U105341,17204,2
U105342,16388,2
U105343,8820,2
U105344,14010,1
U105345,8981,2
U105346,10650,2
U105347,4247,2
U105348,5330,2
U105349,17280,2
U105350,2401,1
U105351,6155,2
U105352,14887,2
U105353,18839,2
U105354,1631,2
U105355,11022,2
U105356,6872,2
U105357,9293,2
U105358,15010,1
U105359,18107,2
U105360,20238,1
U105361,3107,1
U105362,5523,2
U105363,8457,2
U105364,15970,2
U105365,15032,2
U105366,1771,2
U105367,12408,2
U105368,11587,1
U105369,18037,2
U105370,15591,2
U105371,2254,2
U105372,7074,2
U105373,5269,1
U105374,2794,2
U105375,20823,2
U105376,8587,2
